label,sentence
0,Endeavour links to space station with delivery of fresh 3-man crew
1,"``We're ready to see you guys,'' Culbertson radioed once \nEndeavour pulled within 1 1/2 miles."
0,"As Endeavour slowly closed the final 40 feet, Culbertson rang \nthe ship's bell aboard the space station and announced in the \ntradition of the high seas, ``Endeavour arriving."
0,They will stay aboard until May.
0,"Culbertson and his crewmates, Vladimir Dezhurov and Mikhail \nTyurin, will move out of the space station today."
0,"The shuttle pulled up as the two spacecraft orbited 250 miles \nabove the Polish-Ukrainian border, ending a two-day chase."
0,"CAPE CANAVERAL -- Space shuttle Endeavour docked with the \ninternational space station Friday, delivering a new \nthree-member crew to relieve the men who have been up there \nsince August."
1,"Although his four-month \nstay was quiet, the retired Navy fighter pilot said he felt \nisolated and frustrated after the Sept. 11 terrorist attacks."
0,"Taking their \nplaces will be Russian Yuri Onufrienko, the next commander, and \nAmericans Carl Walz and Daniel Bursch."
1,"Space station commander Frank Culbertson had eagerly awaited the \narrival of Endeavour, his ride home."
0,"He watched as the shuttle, \na ghostly white against the blackness of space, drew ever \ncloser."
0,His crewmates were two Russians.
0,This information was disclosed by a NASA representative \nat the Russian Mission Control.
0,"Endeavour will also deliver an Italian Raffaello cargo module \nwith additional equipment for the ISS and the Starshine small \nsatellite, which will be subsequently launched from the station."
0,The \nsatellite has been built according to students' design.
0,The new expedition also includes two \nAmerican astronauts - Carl Walz and Daniel Bursch.
0,Endeavour Shuttle To Be Launched To ISS
0,NASA \nrepresentatives also said that the satellite will be surveyed \nand used by several American universities.
0,Shuttle's tanks have been filled with fuel.
0,"This crew \nwill replace the 3rd long-term expedition (American astronaut \nFrank Culbertson and two Russian cosmonauts - Vladimir Dezhurov \nand Mikhail Tyurin,) which has been aboard the ISS since August \n13."
0,"According to NASA experts, the primary objective of the \nshuttle's mission is to deliver to the International Space \nStation (ISS) the 4th long-term expedition led by Russian \ncosmonaut Yuri Onufriyenko."
0,"The launch of the US Endeavour shuttle has been planned for \nWednesday night, December 5, at 01:45 a. m. Moscow time."
0,"The vehicle is \ncurrently located at the launch site on the Cape Canaveral, \nFlorida."
0,It will be launched into space for scientific purposes.
0,"Forty-nine countries \nhad done so as of mid-March, according to the United Nations."
1,"The Kyoto Protocol calls on countries to reduce emissions of \nso-called greenhouse gases such as carbon dioxide, which are \nblamed by many scientists for global warming, to pre-1990 levels \nby 2012."
1,"""This is the world\'s best chance of dealing with a very serious \nthreat to it,"" Prescott told delegates from 65 nations at the \nGlobe 2002 conference in Vancouver that ended on Friday."
1,"Canada's Environmental Minister, David Anderson, is \nunder pressure from the country's energy producers to follow the \nU.S. position."
1,"Ratification could \nwin support at an EU summit later this month in Barcelona, \nSpain."
1,"VANCOUVER, British Columbia -- The Kyoto Protocol on reducing \ngreenhouse gas emissions must be ratified even without U.S. \nsupport, British Deputy Prime Minister John Prescott told an \ninternational conference on business and the environment on \nFriday."
0,The process is expected to be completed by June 1.
1,Britain's Prescott Pushes for Kyoto Pact Backing
1,Canada is among the countries that have pledged to ratify the \naccord.
1,"Prescott said that while the U.S. decision to reject the Kyoto \nagreement is a cause for concern, pressure will be maintained on \nthe Bush administration to go further with its current voluntary \nemission-reduction targets."
0,"Named for the Japanese city where it was approved, the pact was \nsigned by 84 countries, including the United States and Canada."
0,"Prescott said the British program aims to cut emissions by 20 \npercent, and the country is now half way to that goal."
1,"A study by the Canadian Manufacturers and Exporters Association \nsaid the accord would cost the Canadian economy up to C$40 \nbillion by 2010, but a Dutch report released earlier this week \nsaid it would only be C$727 million."
1,Europe's environment ministers have agreed that all 15 EU \nnations should adhere to the Kyoto Protocol.
1,"""At the least the difference between some estimates clearly \nshows a great deal more talking and assessment is needed,"" \nReuters quoted Prescott as telling the delegates, who \nrepresented both business and environmental groups."
1,"Prescott, Britain's front man in pushing the accord, said the \nUnited States until recently was critical of the science that \nled to the Kyoto pact but has now accepted it, and he remains \noptimistic that the goals of the United States and of other \nsignatory nations would converge."
0,Fifty-five countries responsible for 55 percent of emissions in \n1990 must ratify it for it to take effect.
1,"The issue has pitted business groups, who claim the accord will \nhurt the global economy, against environmentalists, who warn of \nthe dire effects from global warming such as higher ocean levels \nand destruction of various plants and animal species."
1,"Prescott came to Anderson\'s support on Friday, agreeing that \nfinancial figures quoted by Kyoto opponents in Canada about the \npotential damage to the Canadian economy were ""pure fiction."""
1,Ministry Criticizes 'Odious' U.S. Report
1,"The State Department's annual human rights report, which was \npublished Monday, said Russia had a poor record regarding the \nindependence and freedom of the media and in Chechnya."
1,Russian officials from President Vladimir Putin on down have \nportrayed the conflict in Chechnya as a war against \ninternational terrorists.
1,"However, U.S. officials also note that some of the rebels do not \nhave international ties, and they have criticized Russian \nmilitary and police abuse of civilians -- although the criticism \nwas toned down greatly after Russia became an enthusiastic \nmember of the anti-terrorist coalition, sharing intelligence \ninformation, opening its airspace to humanitarian flights and \ngiving a green light to U.S. military deployment in Central \nAsia."
